tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt28075055 ,Toby                                                      ,     2023 ,          7.2 ,3.3K
tt5785170  ,Toilet: A Love Story                                      ,     2017 ,          7.2 ,24K
tt32253837 ,Tom and Jerry                                             ,     2024 ,          7.3 ,1K
tt11941700 ,Tonic Film                                                ,     2021 ,          7.6 ,2K
tt11045422 ,Toofaan                                                   ,     2021 ,          6.1 ,52K
tt13623916 ,Toolsidas Junior                                          ,     2022 ,          7.4 ,2.8K
tt6656262  ,Tora Tora                                                 ,     2017 ,          7.2 ,1.4K
tt9000388  ,Tottaa Pataaka Item Maal                                  ,     2019 ,          6.3 ,7.9K
tt1821682  ,Traffic                                                   ,     2011 ,          8.1 ,5.4K
tt2939912  ,Traffic                                                   ,     2016 ,          6.7 ,2.8K
tt0819810  ,Traffic Signal                                            ,     2007 ,          6.6 ,1.8K
tt15548886 ,Trahimam                                                  ,     2022 ,          7.9 ,1.1K
tt6720802  ,Trance                                                    ,     2020 ,          7.3 ,9.2K
tt6206564  ,Trapped                                                   ,     2016 ,          7.5 ,14K
tt28282716 ,Trial Period                                              ,     2023 ,          7   ,6.6K
tt11102314 ,Tribhanga                                                 ,     2021 ,          6.2 ,3.3K
tt0100816  ,Tridev                                                    ,     1989 ,          6.5 ,2.4K
tt14787874 ,Trikona                                                   ,     2022 ,          6.4 ,1.2K
tt0078418  ,Trishul                                                   ,     1978 ,          7.6 ,2.6K
tt11306896 ,Trivikrama                                                ,     2022 ,          6.9 ,1.1K
tt8672856  ,Tu Jhoothi Main Makkaar                                   ,     2023 ,          6   ,29K
tt0290326  ,Tum Bin...: Love Will Find a Way                          ,     2001 ,          7.5 ,4K
tt8239946  ,Tumbbad                                                   ,     2018 ,          8.2 ,67K
tt6791730  ,Tumhari Sulu                                              ,     2017 ,          7   ,5.6K
tt20754156 ,Tumse Na Ho Payega                                        ,     2023 ,          7.6 ,2.1K
tt14774434 ,Twenty One Grams                                          ,     2022 ,          6.9 ,1.4K
tt1138482  ,Twenty:20                                                 ,     2008 ,          6.8 ,2.2K
tt4961334  ,Two Countries                                             ,     2015 ,          6.9 ,2.7K
tt21802440 ,Two Souls                                                 ,     2023 ,          7   ,2.2K
tt8733898  ,U Turn                                                    ,     2018 ,          6.9 ,4.4K
tt5377564  ,U Turn                                                    ,     2016 ,          7.4 ,4K
tt14988886 ,U Turn                                                    ,     2023 ,          6.2 ,3.6K
tt23875550 ,UI                                                        ,     2024 ,          7   ,5.6K
tt1639426  ,Udaan                                                     ,     2010 ,          8.1 ,48K
tt15891956 ,Udal                                                      ,     2022 ,          6.3 ,1.1K
tt0430710  ,Udayananu Tharam                                          ,     2005 ,          7.9 ,2.6K
tt4434004  ,Udta Punjab                                               ,     2016 ,          7.7 ,33K
tt32310205 ,Udvegam (The First Case of)                               ,     2024 ,          8.3 ,1.6K
tt2882328  ,Ugly                                                      ,     2013 ,          7.9 ,24K
tt21989120 ,Ugram                                                     ,     2023 ,          6.5 ,3.7K
tt3320542  ,Ugramm                                                    ,     2014 ,          8   ,7.4K
tt11046300 ,Ujda Chaman                                               ,     2019 ,          6.9 ,5.7K
tt19838634 ,Ulajh                                                     ,     2024 ,          6   ,24K
tt3394420  ,Ulidavaru Kandanthe                                       ,     2014 ,          8.4 ,9.8K
tt32537777 ,Ullozhukku                                                ,     2024 ,          7.6 ,1.8K
tt8033428  ,Uma                                                       ,     2018 ,          7.4 ,1.5K
tt11506054 ,Uma Maheswara Ugra Roopasya                               ,     2020 ,          7.6 ,1.8K
tt28686243 ,Umapathi                                                  ,     2023 ,          7.9 ,1.5K
tt0083248  ,Umrao Jaan                                                ,     1981 ,          7.7 ,1.2K
tt2614722  ,Umrika                                                    ,     2015 ,          6.6 ,1.6K
tt7402108  ,Uncle                                                     ,     2018 ,          6   ,1K
tt7581552  ,Unda                                                      ,     2019 ,          7.7 ,4.8K
tt1821692  ,United Six                                                ,     2011 ,          7.4 ,1.8K
tt6358182  ,Unnai Ninaithu                                            ,     2002 ,          7.2 ,1K
tt1417299  ,Unnaipol Oruvan                                           ,     2009 ,          7.9 ,6.3K
tt13491620 ,Unpaused                                                  ,     2020 ,          7   ,2.7K
tt2330098  ,Upendra                                                   ,     1999 ,          8.8 ,3.9K
tt29797483 ,Upendra Gadi Adda                                         ,     2023 ,          7.3 ,2.1K
tt9633480  ,Uppena                                                    ,     2021 ,          6.5 ,4.4K
tt4833824  ,Uppi 2                                                    ,     2015 ,          7.8 ,8.5K
tt8291224  ,Uri: The Surgical Strike                                  ,     2019 ,          8.2 ,75K
tt4741412  ,Uriyadi                                                   ,     2016 ,          7.9 ,2.8K
tt1745863  ,Urumi: The Warriors Who Wanted to Kill Vasco Da Gama      ,     2011 ,          7.1 ,2.4K
tt30217930 ,Usha Parinayam                                            ,     2024 ,          9   ,2.1K
tt27470768 ,Usire Usire                                               ,     2024 ,          7.7 ,1.1K
tt2218988  ,Ustad Hotel                                               ,     2012 ,          8.2 ,17K
tt31100572 ,Utsavam                                                   ,     2024 ,          8.9 ,2.6K
tt3681422  ,Uttama Villain                                            ,     2015 ,          7.3 ,3.9K
tt11546078 ,Utthara                                                   ,     2020 ,          7.4 ,1.1K
tt15309708 ,Uunchai                                                   ,     2022 ,          7   ,7.7K
tt9271408  ,Uyare                                                     ,     2019 ,          8   ,4.2K
tt3290676  ,Uyyala Jampala                                            ,     2013 ,          7.1 ,1.2K
tt11385128 ,V                                                         ,     2020 ,          6.8 ,9.4K
tt11497402 ,V1 Murder Case                                            ,     2019 ,          6.7 ,1.5K
tt29930782 ,Va Varalam Va                                             ,     2023 ,          7.3 ,1.2K
